param,estimate
I1,1.298653384233403
I2,1.1001017914404796
I3,0.5997310201363505
m1,1.4046378647812112
m2,1.000212323948094
m3,0.899002576646292
Fv1,-0.008582739097685081
Fv2,-0.0023251265063371613
Fv3,0.004588766722398424
Fc1,-0.0030542592871257634
Fc2,0.001492244793049359
Fc3,7.15878135525865e-05
