t,q1,q2,q3,qd1,qd2,qd3,tau1,tau2,tau3,tip_x,tip_y,tip_z
2.816,0.3890915375255591,-0.402616713252122,-0.3646173529372626,0.6445817999064143,-0.986152531156716,-0.3234569980150351,-2.8956694857282232,0.5710999584633205,1.4809923025238874,-0.10721325374879181,0.0,0.6523501328265379
2.818,0.39036208837032166,-0.4045616288441405,-0.3652538512699658,0.6352754223812813,-0.9724577960092317,-0.3182491663515837,-2.909969120673075,0.6150471886924178,1.4944950713917378,-0.10671252344294313,0.0,0.6533880719374722
2.82,0.3916139050703936,-0.40647891604365793,-0.36588001386299657,0.6259083500359843,-0.9586435997587295,-0.313081296515378,-2.923804490793032,0.6586744469226353,1.5077119456397152,-0.10621755239388181,0.0,0.6544148487053886
2.822,0.3928468681313476,-0.4083683391686812,-0.3664959211767184,0.6164815304769994,-0.9447115625116227,-0.3079536568609265,-2.9371738870833335,0.7019770884817653,1.520643881964338,-0.10572838531446843,0.0,0.6554302279981311
2.824,0.39406085994891565,-0.41022966576879005,-0.3671016541786311,0.6069959087840305,-0.9306633000544109,-0.3028665009563547,-2.950075642905716,0.7449505145234485,1.5332919009982084,-0.10524506594193228,0.0,0.6564339775118158
2.826,0.39525576480381924,-0.4120626666162896,-0.3676972943137185,0.5974524274518052,-0.9165004237497748,-0.29782006754370904,-2.962508134078457,0.7875901724958707,1.5456570867046167,-0.10476763705570669,0.0,0.6574258678255166
2.828,0.39643146885649566,-0.4138671156971852,-0.36828292347471264,0.5878520263382111,-0.9022245404478101,-0.292814580497071,-2.9744697789672037,0.8298915566152685,1.557740585751377,-0.104296140495237,0.0,0.6584056724545261
2.83,0.3975878601417329,-0.4156427902020094,-0.3688586239722697,0.5781956426186251,-0.8878372524120917,-0.28785024877852233,-2.9859590385766266,0.8718502083442741,1.5695436068640685,-0.1038306171777601,0.0,0.6593731679022394
2.832,0.3987248285632255,-0.4173894705165299,-0.3694244785050537,0.5684842107462806,-0.8733401572602549,-0.28292726639200866,-2.9969744166427823,0.9134617168747585,1.5810674201586992,-0.10337110711603836,0.0,0.6603281337106385
2.834,0.39984226588806254,-0.4191069402123675,-0.369980570129724,0.5587186624185236,-0.8587348479187779,-0.2780458123351556,-3.0075144597261882,0.9547217196153368,1.5923133564540664,-0.10291764943604242,0.0,0.6612703525094175
2.836,0.40094006574116015,-0.4207949860375508,-0.3705269822308222,0.5488999265488039,-0.8440229125916432,-0.27320605054909813,-3.017577757305554,0.9956259026830083,1.603282806563825,-0.10247028239457073,0.0,0.6621996100637361
2.838,0.40201812359964867,-0.4224533979070359,-0.371063798490555,0.5390289292442516,-0.8292059347425597,-0.2684081298663909,-3.0271629418721,1.0361700013993178,1.6139772205685525,-0.10202904339680152,0.0,0.6631156953206431
2.84,0.40307633678722604,-0.42408196889321675,-0.37159110285846914,0.5291065937886875,-0.8142854930904186,-0.26365218395707096,-3.0362686890244164,1.0763498007902772,1.6243981070678857,-0.10159396901376361,0.0,0.6640184004541664
2.842,0.4041146044684879,-0.42568049521645207,-0.372108979521015,0.5191338406309172,-0.7992631616176603,-0.25893833127295335,-3.0448937175638227,1.1161611360905037,1.6345470324129368,-0.10116509499972126,0.0,0.6649075209090886
2.844,0.4051328276432442,-0.4272487762356345,-0.3726175128709955,0.5091115873781593,-0.7841405095912253,-0.2542666749902428,-3.053036789590167,1.1555998932509022,1.644425619919196,-0.10074245630946593,0.0,0.6657828554434284
2.846,0.4061309091408331,-0.42878661443882604,-0.3731167874768966,0.4990407487944624,-0.7689191015957652,-0.24963730295055128,-3.060696710598,1.194662009450108,1.65403554906014,-0.100326087115504,0.0,0.6666442061696496
2.848,0.40710875361444104,-0.4302938154339836,-0.3736068880520974,0.48892223680396113,-0.7536004975787866,-0.24505028760041617,-3.0678723295730634,1.233343473609302,1.6633785546416728,-0.09991602082513562,0.0,0.6674913785945866
2.85,0.4080662675354387,-0.4317701879397984,-0.37408789942395626,0.4787569604988288,-0.738186252907405,-0.24050568592941804,-3.0745625390890785,1.2716403269103296,1.6724564259577424,-0.09951229009742202,0.0,0.6683241816581498
2.852,0.4090033591877422,-0.43321554377667115,-0.37455990650277027,0.4685458261517835,-0.7226779184363845,-0.23600353940700236,-3.08076627540469,1.3095486633169293,1.6812710059272322,-0.09911492686002216,0.0,0.6691424277707809
2.854,0.4099199386622082,-0.43462969785784544,-0.3750229942506065,0.4582897372330048,-0.7070770405871406,-0.23154387391811293,-3.0864825185606026,1.3470646300989162,1.6898241902125006,-0.09872396232590941,0.0,0.6699459328497059
2.856,0.41081591785107086,-0.4360124681807202,-0.37547724765000196,0.44798959443132463,-0.6913851614373885,-0.22712669969774957,-3.0917102924767885,1.3841844283590552,1.6981179263197115,-0.09833942700994913,0.0,0.6707345163539982
2.858,0.41169121044242996,-0.43736367581836244,-0.3759227516725311,0.4376462956795528,-0.6756038188211166,-0.22275201126456629,-3.096448665049729,1.4209043135626325,1.7061542126812652,-0.09796135074533768,0.0,0.6715080013184606
2.86,0.41254573191479754,-0.4386831449112396,-0.37635959124723833,0.42726073618380456,-0.6597345464385718,-0.2184197873536299,-3.100696748249626,1.4572205960692934,1.7139350977205847,-0.09758976269989489,0.0,0.6722662143863534
2.862,0.41337939953171093,-0.43997070265919147,-0.37678785122893527,0.4168338084566966,-0.6437788739759425,-0.2141299908484621,-3.104453698217511,1.4931296416672302,1.721462678899575,-0.09722469139220785,0.0,0.6730089858409841
2.864,0.4141921323364195,-0.4412261793136603,-0.37720761636636024,0.40636640235428284,-0.6277383272344321,-0.20988256871249197,-3.1077187153622425,1.5286278721092903,1.7287391017489464,-0.09686616470761766,0.0,0.6737361496361727
2.866,0.4149838511466527,-0.4424494081701971,-0.37761897127020033,0.39585940511660167,-0.6116144282684147,-0.2056774519200485,-3.110491044457266,1.5637117656510582,1.7357665588818216,-0.09651420991404774,0.0,0.6744475434256277
2.868,0.4157544785494761,-0.44364022556126187,-0.3780220003809744,0.38531370141171073,-0.5954086955323714,-0.20151455538702562,-3.1127699747371134,1.5983778575904792,1.7425472889908038,-0.09616885367766703,0.0,0.6751430085912263
2.87,0.41650393889624227,-0.4447984708493345,-0.3784167879367771,0.3747301733830871,-0.5791226440363079,-0.1973937779013553,-3.1145548399936063,1.6326227408090825,1.749083575828927,-0.09583012207838404,0.0,0.6758223902702373
2.872,0.4172321582976428,-0.4459239864203532,-0.3788034179408839,0.36410970070027365,-0.5627577855093584,-0.19331500205342605,-3.115845018671648,1.6664430663144225,1.755377747174748,-0.09549804062517148,0.0,0.6764855373814971
2.874,0.41793906461886815,-0.4470166176774958,-0.37918197412921706,0.35345316061265447,-0.5463156285712845,-0.18927809416658795,-3.1166399339646045,1.6998355437836845,1.761432173781862,-0.09517263427121236,0.0,0.6771323026505645
2.876,0.4186245874748806,-0.44807621303531897,-0.37955253993767285,0.34276142800624676,-0.5297976789115807,-0.18528290422788532,-3.1169390539091872,1.7327969421081826,1.767249268313348,-0.09485392742886528,0.0,0.6777625426338543
2.878,0.4192886582258074,-0.4491026239142708,-0.37991519846931116,0.3320353754633969,-0.513205439475905,-0.18132926581916298,-3.1167418914798013,1.76532408993865,1.7728314842612667,-0.0945419439844527,0.0,0.6783761177417978
2.88,0.419931209972458,-0.4500957047355899,-0.38027003246140856,0.32127587332527324,-0.49654041065955434,-0.1774169960486912,-3.1160480046822734,1.7974138762309946,1.778181314851702,-0.0942367073128566,0.0,0.678972892261018
2.882,0.42055217755197205,-0.45105531291660533,-0.3806171242523755,0.31048378975704993,-0.4798040905077105,-0.1735458954834582,-3.1148569966469677,1.8290632507925877,1.783301291935715,-0.09393824029193099,0.0,0.6795527343755625
2.884,0.4211514975336034,-0.4519813088664497,-0.38095655574854004,0.299659990815679,-0.4629979749221859,-0.16971574808227985,-3.113168515721159,1.8602692248285377,1.788193984866445,-0.09364656531671778,0.0,0.6801155161871941
2.886,0.4217291082146437,-0.45287355598219853,-0.3812884083907998,0.2888053405201507,-0.4461235578744032,-0.16592632112987782,-3.1109822555606894,1.8910288714882033,1.7928619993628936,-0.0933617043134739,0.0,0.6806611137347675
2.888,0.422284949616492,-0.4537319206454472,-0.38161276312114395,0.277920700924145,-0.42918233162434644,-0.1621773651720786,-3.108297955220795,1.9213393264112884,1.797307976360663,-0.09308367875349677,0.0,0.6811894070127046
2.89,0.42281896348087394,-0.45455627221933764,-0.38192970034904855,0.2670069321909791,-0.41217578694522583,-0.15846861395228792,-3.105115399246115,1.9511977882738396,1.8015345908500104,-0.09281250966675558,0.0,0.6817002799885936
2.892,0.4233310932662155,-0.45534648304604486,-0.38223929991774735,0.2560648926707598,-0.3951054133536034,-0.15479978434939512,-3.101434417759767,1.9806015193334723,1.805544550701781,-0.09254821765531734,0.0,0.6821936206199158
2.894,0.4238212841441748,-0.4561024284447343,-0.38254164107038185,0.24509543897965047,-0.37797269934472916,-0.1511705763172636,-3.097254886551511,2.0095478459740748,1.809340595481391,-0.09229082290657309,0.0,0.6826693208699297
2.896,0.4242894829963371,-0.45682398671,-0.3828368024160338,0.2340994260811657,-0.36077913263284295,-0.14758067282596504,-3.0925767271649067,2.038034159249476,1.8129254952514167,-0.09204034520625687,0.0,0.6831272767227219
2.898,0.4247356384110759,-0.45751103911079244,-0.3831248618956436,0.22307770736941004,-0.3435262003962007,-0.14402973980491454,-3.087399906983456,2.066057915426176,1.8163020493631916,-0.09179680395125944,0.0,0.683567388197447
2.9,0.4251597006805843,-0.45816346988984563,-0.3834058967478197,0.21203113475417731,-0.32621538952658724,-0.14051742608806628,-3.0817244393156464,2.093616636524711,1.8194730852377372,-0.09156021816223398,0.0,0.6839895593617633
2.902,0.42556162179807994,-0.4587811662636118,-0.38367998347454235,0.2009605587478317,-0.3088481868830822,-0.13704336336132844,-3.075550383478905,2.120707910859708,1.8224414571365641,-0.09133060649598895,0.0,0.6843936983444889
2.904,0.42594135545518774,-0.4593640184227115,-0.38394719780676706,0.1898668285538925,-0.29142607954984934,-0.13360716611235793,-3.0688778448823784,2.147329393578273,1.8252100449226887,-0.09110798725767189,0.0,0.6847797173474937
2.906,0.4262988570395022,-0.45991191953290694,-0.38420761466993286,0.17875079215724693,-0.27395055509772187,-0.1302084315828953,-3.0617069751085206,2.1734788071966666,1.8277817528123514,-0.09089237841274023,0.0,0.685147532656834
2.908,0.42663408363233407,-0.4604247657366057,-0.38446130814938045,0.16761329641591763,-0.2564231018493619,-0.126846739723801,-3.054037971993448,2.1991539421350126,1.830159508117853,-0.09068379759871559,0.0,0.6854970646531544
2.91,0.4269469940066427,-0.4609024561549012,-0.3847083514556864,0.1564551871543131,-0.23884520914777255,-0.12352165315295492,-3.04587107970602,2.2243526572499253,1.8323462599819456,-0.09048226213672439,0.0,0.6858282378213578
2.912,0.4272375486251585,-0.4613448928901571,-0.3849488168899187,0.14527730925789145,-0.22121836762794733,-0.12023271711618062,-3.0372065888256063,2.249072880364845,1.834344978104253,-0.09028778904282114,0.0,0.6861409807595802
2.914,0.42750570963869683,-0.46175198102914,-0.38518277580882143,0.13408050676916894,-0.20354406949144155,-0.1169794594513569,-3.0280448364185135,2.2733126087979496,1.8361586514601937,-0.09010039503909256,0.0,0.6864352261874574
2.916,0.4277514408846668,-0.4621236286467073,-0.3854102985899332,0.12286562298500742,-0.18582380878365526,-0.11376139055587908,-3.0183862061130293,2.2970699098874254,1.8377902870127953,-0.08992009656454336,0.0,0.6867109109537167
2.918,0.4279747078857771,-0.46245974681005453,-0.38563145459664844,0.11163350055511494,-0.168059081673618,-0.1105780033576331,-3.008231128173044,2.3203429215140137,1.8392429084179653,-0.08974690978576183,0.0,0.6869679760430906
2.92,0.42817547784894044,-0.4627602495835267,-0.38584631214322773,0.10038498158169636,-0.1502513867360694,-0.107428773289645,-2.9975800795702376,2.3431298526205326,1.8405195547235889,-0.08958085060736443,0.0,0.6872063665825894
2.922,0.42835371966438085,-0.46302505403399796,-0.38605493845976485,0.08912090772019118,-0.13240222523563044,-0.10431315826856954,-2.9864335840547636,2.365428983728385,1.8416232790630316,-0.08942193468221482,0.0,0.6874260318471018
2.924,0.4285094039049429,-0.4632540802368237,-0.3862573996571192,0.07784212028103751,-0.11451310141286332,-0.10123059867718058,-2.974792212224433,2.38723866745067,1.8425571473434483,-0.08927017742142457,0.0,0.687626925264387
2.926,0.42864250282560773,-0.46344725128236774,-0.38645376069182125,0.06654946033240129,-0.09658552277201737,-0.09818051735102751,-2.962656581592342,2.4085573290020035,1.8433242369294132,-0.0891255940041244,0.0,0.687809004419427
2.928,0.42875299036321535,-0.46360449328310827,-0.38664408533096006,0.05524376880381182,-0.07862100037026293,-0.09516231956942055,-2.950027356652921,2.42938346670452,1.8439276353223681,-0.08898819938701358,0.0,0.6879722310581705
2.93,0.4288408421363966,-0.46372573538132467,-0.38682843611706186,0.043925886590644156,-0.06062104910821248,-0.09217539305090902,-2.93690524894637,2.449715652490345,1.8443704388363964,-0.08885800831368212,0.0,0.6881165710906779
2.932,0.4289060354457154,-0.4638109097573677,-0.3870068743329687,0.032596654659390524,-0.04258718802153283,-0.08921910795341582,-2.92329101712145,2.46955253239987,1.8446557512707633,-0.08873503532370225,0.0,0.6882419945936552
2.934,0.4289485492740227,-0.4638599516385146,-0.3871794599667271,0.021256914153662508,-0.024520940573449782,-0.08629281687919221,-2.909185466996596,2.488892827076144,1.8447866825798152,-0.08861929476149827,0.0,0.6883484758124288
2.936,0.42896836428702445,-0.4638727993084105,-0.3873462516764966,0.009907506500866569,-0.0064238349479488685,-0.0833958548847563,-2.8945894516193267,2.507735332254798,1.8447663475406446,-0.08851080078497947,0.0,0.6884359931623177
2.938,0.42896546283406345,-0.46384939411709747,-0.38750730675548856,-0.0014507264805046424,0.011702595656525039,-0.08052753949597913,-2.8795038713239016,2.526078919249638,1.8445978644191308,-0.08840956737394912,0.0,0.6885045292294526
2.94,0.4289398289491174,-0.46378968049163133,-0.3876626810969455,-0.012816942473022737,0.029856812733066312,-0.07768717072848191,-2.8639296737872257,2.543922535433555,1.8442843536348035,-0.08831560833827778,0.0,0.6885540707710275
2.942,0.4288914483520135,-0.4636936059472869,-0.3878124291591725,-0.024190298551973424,0.04803727217220302,-0.07487403111350827,-2.847867854082918,2.561265204714682,1.8438289364250586,-0.08822893732584669,0.0,0.6885846087149922
2.944,0.42882030844986035,-0.46356112109935116,-0.3879566039306314,-0.035569951076563806,0.06624242396788567,-0.07208738572943486,-2.831319454733577,2.5781060280075314,1.8432347335092791,-0.08814956783025707,0.0,0.6885961381592077
2.946,0.42872639833869886,-0.4633921796755036,-0.3880952568951096,-0.04695505558074568,0.0844707119237699,-0.06932648223908446,-2.8142855657611348,2.5944441836990695,1.8425048637533776,-0.08807751319830359,0.0,0.6885886583700389
2.948,0.4286097088053714,-0.4631867385287836,-0.3882284379969756,-0.05834476666371386,0.10272057335999363,-0.0665905509330044,-2.7967673247353333,2.610278928109367,1.841642442835251,-0.08801278663721623,0.0,0.6885621727804317
2.95,0.4284702323296111,-0.4629447576511423,-0.38835619560653334,-0.06973823788013939,0.12099043882065119,-0.06387880477887449,-2.7787659168202326,2.625609595946851,1.8406505819117545,-0.08795540122165962,0.0,0.688516688987433
2.952,0.4283079630863507,-0.462666200187578,-0.3884785764854878,-0.08113462163019876,0.13927873178216915,-0.061190439477207516,-2.760282574818757,2.640435600757785,1.8395323862876474,-0.0879053699005014,0.0,0.6884522187492046
2.954,0.4281228969482518,-0.4623510324508524,-0.3885956257525348,-0.09253306904946071,0.15758386836278968,-0.058524633523505606,-2.7413185792152053,2.654756435369962,1.8382909540871302,-0.08786270550333442,0.0,0.6883687779814851
2.956,0.4279150314884544,-0.46199922393678566,-0.3887073868490889,-0.10393272989869412,0.17590425703337131,-0.055880548277036035,-2.7218752582157046,2.668571672330253,1.836929374928478,-0.08782742074676542,0.0,0.6882663867535506
2.958,0.4276843659835471,-0.46161074734012625,-0.38881390150516165,-0.1153327524536613,0.19423829832971826,-0.053257328036389155,-2.7019539877865677,2.6818809643359818,1.8354507286022845,-0.08779952824045717,0.0,0.6881450692836408
2.96,0.42743090141675716,-0.46118557857099296,-0.3889152097054056,-0.12673228339496315,0.2125843845666537,-0.050654100121982,-2.6815561916905137,2.6946840446598137,1.8338580837539382,-0.08777904049293067,0.0,0.6880048539338676
2.962,0.42715464048136115,-0.46072369677188485,-0.38901134965533696,-0.13813046769800386,0.23094089955405525,-0.04806997496567003,-2.6606833415206697,2.7069807275679967,1.8321544965708496,-0.08776596991712365,0.0,0.6878457732046083
2.964,0.42685558758431486,-0.4602250843352547,-0.3891023577477522,-0.1495264485231448,0.24930621831507402,-0.04550404620762972,-2.6393369567323757,2.718770908731768,1.8303430094749524,-0.08776032883569962,0.0,0.6876678637283766
2.966,0.4265337488501026,-0.4596897269216412,-0.38918826852935356,-0.16091936710611995,0.2676787068067645,-0.04295539080067503,-2.6175186046726764,2.730054565631696,1.8284266498210968,-0.08776212948611656,0.0,0.6874711662631756
2.968,0.426189132124805,-0.45911761347835445,-0.3892691146675979,-0.17230836264878585,0.2860567216433538,-0.040423069122169336,-2.5952299006075035,2.7408317579547337,1.8264084286018458,-0.08777138402544121,0.0,0.6872557256853395
2.97,0.42582174698038444,-0.4585087362587097,-0.3893449269177853,-0.1836925722102834,0.3044386098223865,-0.03790612509369553,-2.572472507746426,2.751102627983834,1.824291339159272,-0.08778810453491709,0.0,0.6870215909818379
2.972,0.42543160471918706,-0.4578630908418017,-0.3894157340904026,-0.19507113059868955,0.32282270845398353,-0.03540358630864554,-2.549248137265018,2.760867400979735,1.8220783559043114,-0.087812303024281,0.0,0.6867688152420798
2.974,0.42501871837866056,-0.45718067615281477,-0.3894815630187384,-0.20644317026324083,0.34120734449346024,-0.032914464167891434,-2.525558548324666,2.770126385554973,1.8197724330442082,-0.08784399143582527,0.0,0.6864974556491732
2.976,0.42458310273628613,-0.45646149448385964,-0.3895424385267858,-0.2178078211872123,0.3595908344775537,-0.03043775402369843,-2.501405548089839,2.778879974039496,1.817376503318678,-0.08788318164820685,0.0,0.6862075734706738
2.978,0.42412477431472306,-0.4557055515153306,-0.38959838339744984,-0.2291642107815397,0.3779714842645146,-0.027972435332041103,-2.4767909917427198,2.787128642838111,1.8148934767453317,-0.08792988547999964,0.0,0.6858992340487865
2.98,0.42364375138716454,-0.45491285633777395,-0.3896494183410768,-0.24051146377927435,0.3963475887783253,-0.02551747181348261,-2.4517167824951587,2.794872952778956,1.812326239374919,-0.08798411469299061,0.0,0.6855725067900469
2.982,0.4231400539829026,-0.45408342147425934,-0.38969556196432237,-0.2518487021309648,0.4147174317573121,-0.023071811622777116,-2.4261848715978056,2.802113549453367,1.8096776520570073,-0.08804588099521404,0.0,0.6852274651544534
2.984,0.4226137038931005,-0.4532172629032445,-0.3897368307393771,-0.2631750449010611,0.4330792855074251,-0.020634387527353797,-2.400197258346454,2.8088511635462474,1.806950549216622,-0.08811519604372797,0.0,0.6848641866440554
2.986,0.4220647246767696,-0.45231440008192353,-0.3897732389735668,-0.27448960816544316,0.45143141066046705,-0.01820411709484164,-2.373755990085429,2.815086611157205,1.8041477376424773,-0.08819207144712465,0.0,0.6844827527909959
2.988,0.42149314166694923,-0.4513748559700484,-0.3898047987793464,-0.28579150491017524,0.4697720559375585,-0.01577990288979194,-2.346863162207979,2.8208207941117944,1.8012719952873582,-0.08827651876777826,0.0,0.6840832491449865
2.99,0.42089898197708603,-0.4503986570542121,-0.3898315200447059,-0.2970798449315957,0.48809945791813386,-0.013360632679755855,-2.319520918153555,2.826054700262817,1.7983260700812014,-0.08836854952382611,0.0,0.6836657652602279
2.992,0.4202822745076103,-0.4493858333725826,-0.3898534104040076,-0.3083537347378524,0.5064118408147703,-0.010945179650872473,-2.291731449401939,2.830789403781253,1.7953126787575147,-0.08846817519088152,0.0,0.683230394681753
2.994,0.4196430499527063,-0.4483364185400743,-0.38987047520927387,-0.3196122774519988,0.5247074162541592,-0.008532402633122285,-2.2634969954640582,2.835026065436561,1.7922345056936935,-0.08857540720347673,0.0,0.6827772349311905
2.996,0.41898134080727273,-0.4472504497739452,-0.38988271750194464,-0.3308545727167714,0.5429843830645368,-0.006121146335399622,-2.234819843869442,2.838765932866052,1.789094201765789,-0.08869025695623467,0.0,0.682306387491942
2.998,0.4182971813740704,-0.44612796791980536,-0.38989013798512573,-0.3420797166011697,0.5612409270698998,-0.0037102415905561834,-2.2057023301501655,2.84201034083297,1.785894383218368,-0.08881273580476495,0.0,0.6818179577937521
3.0,0.41759060777105245,-0.4449690174780227,-0.38989273499634686,-0.3532868015089692,0.5794752208913383,-0.0012985056105666287,-2.176146837821244,2.844760711473004,1.7826376305499898,-0.08894285506628852,0.0,0.6813120551966904
3.0020000000000002,0.41686165793887386,-0.44377364663051105,-0.3898905044808508,-0.36447491608929644,0.5976854237558263,0.001115257748034944,-2.146155798357256,2.8470185545288103,1.7793264874149366,-0.08908062601998035,0.0,0.6807887929744897
3.004,0.41611037164857506,-0.4425419072678854,-0.3898834399654342,-0.3756431451494052,0.6158696813128216,0.0035322577083001685,-2.1157316911652093,2.8487854675722675,1.7759634595417566,-0.0892260599070373,0.0,0.6802482882972792
3.0060000000000002,0.41533679050943545,-0.4412738550169673,-0.3898715325328613,-0.38679056956979274,0.6340261254590297,0.005953716286447438,-2.0848770435533774,2.8500631362140885,1.7725510136691518,-0.08937916793046158,0.0,0.6796906622136593
3.008,0.41454095797699186,-0.4399695492686239,-0.3898547707968718,-0.39791626622180226,0.6521528741716999,0.00838086799473661,-2.05359443069612,2.8508533343003375,1.7690915764999455,-0.08953996125456515,0.0,0.6791160396321401
3.0100000000000002,0.41372291936121613,-0.43862905320592227,-0.3898331408778048,-0.40901930788786206,0.6702480313508277,0.010814959533495112,-2.0218864755944232,2.851157924095604,1.7655875336735058,-0.0897084510041859,0.0,0.6785245493019024
3.012,0.4128827218348471,-0.437252433832581,-0.3898066263788605,-0.42009876318451483,0.6883096866706456,0.013257249472158679,-1.989755849032138,2.850978856452275,1.7620412287573688,-0.08988464826362147,0.0,0.6779163237928972
3.0140000000000002,0.4120204144418703,-0.4358397620016994,-0.3897752083630221,-0.4311536964883973,0.7063359154407957,0.01570900791918996,-1.9572052695276456,2.850318170965722,1.7584549622585708,-0.0900685640752718,0.0,0.6772914994752385
3.016,0.41113604810613963,-0.4343911124447442,-0.3897388653306606,-0.4421831678653334,0.7243247784775813,0.018171516180743596,-1.9242375032809313,2.84917799611463,1.7548309906552597,-0.09026020943799634,0.0,0.6766502164979091
3.0180000000000002,0.4102296756401342,-0.4329065638007728,-0.3896975731978447,-0.45318623300271016,0.7422743219857096,0.020646066407947992,-1.8908553641157586,2.8475605493865306,1.7511715254491926,-0.09045959530517445,0.0,0.6759926187667379
3.02,0.4093013517538436,-0.4313861986458709,-0.38965130527537933,-0.46416194314530906,0.7601825774509395,0.02313396123267891,-1.8570617134169483,2.845468137387564,1.7474787322396794,-0.09066673258248004,0.0,0.6753188539216564
3.0220000000000002,0.408351133063774,-0.4298301035227828,-0.3896000322485959,-0.47510934503477087,0.7780475615440605,0.025636513391702625,-1.8228594600624006,2.8429031559365026,1.7437547298194847,-0.09088163212535688,0.0,0.6746290733131971
3.024,0.40737907810206825,-0.4282383689707095,-0.38954372215791777,-0.4860274808528763,0.7958672760366365,0.028155045339072177,-1.7882515603498859,2.8398680901421423,1.7400015892933987,-0.09110430473620013,0.0,0.6739234319782458
3.0260000000000002,0.4063852473257306,-0.42661108955525157,-0.38948234038022445,-0.4969153881688298,0.8136397077289559,0.030690888846662833,-1.7532410179182352,2.8363655144639957,1.73622133321985,-0.09133476116124162,0.0,0.6732020886150002
3.028,0.40536970312594917,-0.4249483638984703,-0.389415849611039,-0.5077720998907377,0.8313628283906351,0.03324538459273975,-1.7178308836628755,2.832398092755412,1.732415934776263,-0.09157301208713747,0.0,0.6724652055571525
3.0300000000000002,0.40433250983750624,-0.42325029470904163,-0.3893442098475621,-0.5185966442214766,0.8490345947143345,0.035819881738454545,-1.6820242556454301,2.827968578288916,1.7285873169486639,-0.09181906813725438,0.0,0.6717129487472596
3.032,0.4032737337482679,-0.4215169888124755,-0.38926737837257774,-0.5293880446191521,0.8666529482830487,0.0384157374921739,-1.6458242789972535,2.8230798137631243,1.7247373517460542,-0.09207293986765669,0.0,0.6709454877092785
3.0340000000000003,0.4021934431087432,-0.4197485571813726,-0.38918530973925464,-0.5401453197623534,0.8842158155514429,0.041034316661548824,-1.6092341458166135,2.817734731290715,1.7208678594401474,-0.09233463776279416,0.0,0.6701629955202787
3.036,0.4010917081417024,-0.4179451149656892,-0.3890979557568682,-0.5508674835204094,0.9017211078417114,0.04367699119324044,-1.572257095059378,2.8119363523669527,1.7169806078309804,-0.09260417223088502,0.0,0.6693656487812859
3.0380000000000003,0.3999686010518447,-0.4161067815229803,-0.3890052654774677,-0.5615535449288629,0.9191667213544434,0.046345139700223754,-1.5348964124229139,2.805687787818232,1.7130773115388849,-0.0928815535989968,0.0,0.6685536275872502
3.04,0.3988241960355039,-0.4142336804485903,-0.3889071851835145,-0.5722025081703749,0.9365505371949828,0.049040146976599405,-1.4971554302231014,2.798992237730002,1.7091596313234672,-0.09316679210782447,0.0,0.667727115496132
3.0420000000000003,0.39765856929038135,-0.41232593960575875,-0.3888036583765148,-0.5828133725612811,0.9538704214157779,0.05176340349985039,-1.4590375272639977,2.7918529913536485,1.7052291734299525,-0.09345989790616493,0.0,0.6668862994970731
3.044,0.3964717990252933,-0.4103836911556083,-0.38869462576667385,-0.5933851325440229,0.9711242250752199,0.054516304920489346,-1.4205461287002135,2.7842734269915708,1.7012874889635208,-0.09376088104508745,0.0,0.6660313699776438
3.0460000000000003,0.39526396546992193,-0.40840707158698136,-0.38858002526359575,-0.6039167776856788,0.9883097843134718,0.057300251539050384,-1.3816847058914727,2.7762570118600634,1.6973360732920941,-0.09406975147179764,0.0,0.6651625206901455
3.048,0.39403515088455626,-0.40639622174608975,-0.38845979196805497,-0.6144072926828248,1.0054249204457961,0.06011664777038918,-1.3424567762493256,2.767807301929232,1.6933763654780387,-0.09438651902320078,0.0,0.6642799487169574
3.0500000000000003,0.3927854395698103,-0.40435128686594196,-0.38833385816486443,-0.6248556573729569,1.0224674400738878,0.06296690159526452,-1.3028659030755723,2.7589279417394543,1.6894097477393155,-0.09471119341915923,0.0,0.6633838544349006
3.052,0.39151491787630494,-0.4022724165955105,-0.3882021533168661,-0.6352608467527067,1.0394351352157272,0.06585242399918481,-1.2629156953923397,2.74962266419372,1.685437544940491,-0.09504378425544602,0.0,0.6624744414786142
3.0540000000000003,0.39022367421429877,-0.40015976502860157,-0.38806460406006904,-0.6456218310030881,1.056325783454461,0.0687746283985141,-1.2226098077633365,2.7398952903252236,1.6814610241141197,-0.09538430099639683,0.0,0.6615519167029058
3.056,0.38891179906325474,-0.3980134907323879,-0.3879211341999613,-0.6559375755220116,1.0731371481068281,0.07173493005384377,-1.1819519401061744,2.7297497290395962,1.6774813940129045,-0.09573275296725742,0.0,0.6606164901440932
3.0580000000000003,0.38757938498132616,-0.3958337567755646,-0.38777166470902,-0.6662070409643029,1.0898669784116386,0.07473474547064764,-1.1409458374953683,2.719189976831119,1.6734998046930787,-0.09608914934623286,0.0,0.6596683749802793
3.06,0.3862265266147472,-0.39362073075608695,-0.3876161137254455,-0.6764291832894688,1.1065130097388198,0.0777754917872515,-1.0995952899558765,2.708220117472311,1.6695173471294424,-0.09645349915623497,0.0,0.6587077874905808
3.0620000000000003,0.3848533207071123,-0.3913745848284479,-0.3874543965531452,-0.6866029538174448,1.123072963819535,0.08085858615016095,-1.057904132246667,2.6968443216762066,1.6655350528624546,-0.09682581125633088,0.0,0.6577349470132713
